article_id,expr_type,value,char_offset
1645.txt,"month, relative-interval", month,468
1123.txt,month, April ,277
1123.txt,month, October ,717
1123.txt,year,2005,134
1123.txt,year,2002,173
1123.txt,year,2003,726
1123.txt,"month, relative-interval", year ,96
1123.txt,"month, relative-interval",year,148
1123.txt,"month, relative-interval", month,222
1123.txt,"month, relative-interval", year,497
1123.txt,"month, relative-interval", hour,557
1123.txt,"month, relative-interval", minute,566
1123.txt,"month, relative-interval", month,626
1123.txt,"month, relative-interval", minute ,738
1123.txt,"month, relative-interval",year,906
1123.txt,"month, relative-interval", day ,1171
1123.txt,"month, relative-interval", year ,1532
1123.txt,day-month, 17 April,274
1679.txt,year,2010,27
1679.txt,year,2010,102
1679.txt,year,2010,388
1679.txt,year,2010,1269
1679.txt,year,2010,1374
1679.txt,"month, relative-interval", week ,538
1679.txt,"month, relative-interval",Today,762
1490.txt,year, 1982,589
1490.txt,year, 1994,861
1490.txt,"month, relative-interval", few year,655
1490.txt,"month, relative-interval", day,764
1490.txt,"month, relative-interval", week,1502
104.txt,"month, relative-interval", month,1394
104.txt,dayofweek, Monday ,1117
662.txt,month, may ,897
662.txt,year, 1954,1310
662.txt,"month, relative-interval",day ,136
662.txt,"month, relative-interval", Day ,568
662.txt,"month, relative-interval", year,1068
662.txt,dayofweek, Monday ,249
676.txt,month, December ,706
676.txt,year,2001,820
676.txt,"month, relative-interval", week,211
676.txt,"month, relative-interval", last week,373
676.txt,"month, relative-interval", week,894
676.txt,"month, relative-interval",day ,1280
110.txt,month, April ,1375
110.txt,year,2008,1382
110.txt,year,2005,1578
110.txt,"month, relative-interval", week ,456
110.txt,"month, relative-interval", year,1481
1484.txt,month, April ,1019
1484.txt,year,2001,2571
1484.txt,year,2003,2680
1484.txt,year, 1997,3898
1484.txt,year,2002,3908
1484.txt,"month, relative-interval", year,1832
1484.txt,"month, relative-interval", last year,3388
1484.txt,"month, relative-interval", year ,4014
1484.txt,day-month, 15 April,1016
138.txt,month, may ,1189
138.txt,month, may ,1766
138.txt,month, may ,2188
138.txt,month, may ,4246
138.txt,month, may ,4468
138.txt,"month, relative-interval", few month,167
138.txt,"month, relative-interval", week,354
138.txt,"month, relative-interval", hour,1278
886.txt,year,2005,619
886.txt,year, 1984,1028
886.txt,year,2006,2156
886.txt,"month, relative-interval",day,537
886.txt,"month, relative-interval", last week,1641
886.txt,"month, relative-interval",day ,2002
886.txt,season, spring ,2148
892.txt,year,2005,226
892.txt,year, 1997,331
892.txt,year, 1997,2076
892.txt,"month, relative-interval", last year,1235
892.txt,"month, relative-interval", year ,1450
892.txt,"month, relative-interval",year ,1591
892.txt,"month, relative-interval", hour,2538
892.txt,"month, relative-interval", year,2742
1453.txt,year,2004,169
1453.txt,"month, relative-interval", hour,1211
1453.txt,"month, relative-interval",hour ,3443
879.txt,"month, relative-interval", week,359
879.txt,"month, relative-interval", last year,1387
879.txt,"month, relative-interval", week,1456
879.txt,"month, relative-interval", week,1639
879.txt,"month, relative-interval", last year ,2193
879.txt,"month, relative-interval",week ,2681
879.txt,"month, relative-interval", Today ,2845
39.txt,year,2004,184
39.txt,year,2004,928
39.txt,season, fall ,83
1335.txt,month, may ,48
1335.txt,"month, relative-interval", week,293
1335.txt,"month, relative-interval",day,1355
1335.txt,"month, relative-interval",day,3052
1321.txt,month, may ,2186
1321.txt,"month, relative-interval", minute,303
1321.txt,"month, relative-interval",year,749
1321.txt,"month, relative-interval", minute,1042
1321.txt,"month, relative-interval", minute,1342
1321.txt,"month, relative-interval", minute,1552
1321.txt,"month, relative-interval", minute,1715
1321.txt,"month, relative-interval", minute,1933
1447.txt,month, may ,120
1447.txt,year, 1994,337
1447.txt,year, 1999,439
1447.txt,year,2001,449
1447.txt,"month, relative-interval",day,51
1447.txt,"month, relative-interval", year,973
1447.txt,"month, relative-interval", week,1173
1447.txt,"month, relative-interval", year ,1586
1447.txt,day-month, 26 February,55
1447.txt,day-month year,"26 February

1600",56
845.txt,year,2006,281
845.txt,"month, relative-interval",day ,185
845.txt,"month, relative-interval", afternoon ,2838
845.txt,"month, relative-interval",day ,2900
845.txt,season, spring ,270
1309.txt,"month, relative-interval", minute,226
1309.txt,"month, relative-interval",minute ,367
1309.txt,"month, relative-interval",day,454
1309.txt,"month, relative-interval", minute ,744
1309.txt,"month, relative-interval", minute ,836
1309.txt,"month, relative-interval", minute,977
1309.txt,dayofweek, Sunday ,90
851.txt,month, may ,32
851.txt,year,2001,2113
851.txt,"month, relative-interval", day ,2524
11.txt,month, may ,1093
11.txt,"month, relative-interval", month,1624
11.txt,dayofweek, Sunday ,529
689.txt,"month, relative-interval", week ,17
689.txt,"month, relative-interval", week ,124
689.txt,"month, relative-interval",day,213
689.txt,"month, relative-interval", last week,556
689.txt,"month, relative-interval",hour ,694
689.txt,dayofweek, Friday ,199
1282.txt,year, 1998,217
1282.txt,year,2003,1052
1282.txt,"month, relative-interval", last year ,155
1282.txt,"month, relative-interval", year,1274
716.txt,month, May ,1333
716.txt,year,2001,521
716.txt,year,2002,662
716.txt,year,2006,1342
702.txt,month, may ,1012
702.txt,year, 1994,1474
702.txt,"month, relative-interval", year,227
702.txt,"month, relative-interval", month,308
702.txt,"month, relative-interval", last year ,600
702.txt,"month, relative-interval", year,755
702.txt,"month, relative-interval", Last month,1247
702.txt,season, summer ,1226
1296.txt,year,2000,694
1296.txt,"month, relative-interval", year,382
1296.txt,"month, relative-interval", year,639
1527.txt,month, July ,380
1527.txt,month, September ,389
1527.txt,year,2004,296
1527.txt,year,2004,400
1527.txt,year,2003,859
1241.txt,year,2000,215
1241.txt,"month, relative-interval", day,378
1241.txt,"month, relative-interval", today,430
1241.txt,"month, relative-interval", today ,456
1241.txt,"month, relative-interval", year,541
1241.txt,"month, relative-interval", day ,1062
1241.txt,"month, relative-interval", year,1100
1241.txt,"month, relative-interval", year,1254
1241.txt,"month, relative-interval", day,1268
1241.txt,"month, relative-interval", year,1369
1241.txt,"month, relative-interval", week,2323
1255.txt,"month, relative-interval",day,39
1255.txt,"month, relative-interval",day,399
1255.txt,dayofweek, Friday ,443
1255.txt,day-month, 25 February,43
1255.txt,day-month year,"25 February

2000",44
919.txt,year,2005,426
919.txt,"month, relative-interval",year,267
919.txt,"month, relative-interval",year,906
919.txt,"month, relative-interval",year ,933
919.txt,day-month, 5 May,1253
1533.txt,month, March ,2867
1533.txt,year,2005,26
1533.txt,year,2005,90
1533.txt,year,2005,486
1533.txt,year,2005,653
1533.txt,year,2004,1179
1533.txt,year,2005,3447
1533.txt,"month, relative-interval", year,862
1533.txt,"month, relative-interval", last year,1101
1533.txt,day-month, 9 January,3854
931.txt,"month, relative-interval", last year,256
931.txt,"month, relative-interval", year ,1012
931.txt,dayofweek, Monday ,2936
1269.txt,month, may ,1565
1269.txt,"month, relative-interval", month,132
1269.txt,"month, relative-interval", season ,198
1269.txt,"month, relative-interval", season,562
1269.txt,"month, relative-interval", season ,640
1269.txt,"month, relative-interval", day,1792
1269.txt,"month, relative-interval", last year,1858
925.txt,year, 1960,227
925.txt,year,2005,618
925.txt,year, 1970,948
925.txt,year,2013,2299
925.txt,year,2008,2432
925.txt,year,2008,2551
925.txt,relative-year,before 2015,185
925.txt,"month, relative-interval", year ,707
925.txt,"month, relative-interval", year,1043
925.txt,"month, relative-interval", year ,2542
925.txt,"month, relative-interval", year,2626
514.txt,year,2004,574
514.txt,year,2000,1016
514.txt,year,2003,1201
514.txt,"month, relative-interval", week,137
514.txt,"month, relative-interval", week,175
514.txt,"month, relative-interval", day,240
514.txt,"month, relative-interval", Day ,313
514.txt,"month, relative-interval", day ,352
514.txt,"month, relative-interval", week ,711
514.txt,"month, relative-interval", year ,723
514.txt,"month, relative-interval", Year,881
514.txt,"month, relative-interval", Year,930
514.txt,"month, relative-interval", Day,937
514.txt,"month, relative-interval", Year,986
514.txt,"month, relative-interval", Year,1116
514.txt,"month, relative-interval", Day ,1123
514.txt,"month, relative-interval", week,1262
514.txt,"month, relative-interval", year,1275
514.txt,"month, relative-interval", week,1286
514.txt,"month, relative-interval", week,1373
514.txt,"month, relative-interval", last year,1381
514.txt,"month, relative-interval", last week ,1425
1080.txt,year,2005,57
1080.txt,year,2004,1612
1080.txt,"month, relative-interval",day,180
1080.txt,"month, relative-interval",day,281
1080.txt,"month, relative-interval", year,540
1080.txt,"month, relative-interval", year ,768
1080.txt,"month, relative-interval", year,840
1080.txt,"month, relative-interval", year,1188
1080.txt,"month, relative-interval",season,1272
1080.txt,"month, relative-interval", year ,1328
1080.txt,"month, relative-interval", week,1387
1080.txt,"month, relative-interval", week,1524
1080.txt,"month, relative-interval", day ,1910
1080.txt,"month, relative-interval", month,2038
272.txt,month, Jan ,3616
272.txt,month, may ,3753
272.txt,year, 1998,3348
272.txt,"month, relative-interval",day ,1053
272.txt,"month, relative-interval",day,3731
272.txt,"month, relative-interval",day,3898
266.txt,month, February ,246
266.txt,month, October ,944
266.txt,month, September ,1216
266.txt,year,2002,680
266.txt,year, 1995,1420
266.txt,year, 1996,1490
266.txt,year, 1955,1900
266.txt,year, 1961,1936
266.txt,"month, relative-interval",day,500
266.txt,"month, relative-interval",day ,623
266.txt,"month, relative-interval", few week,874
266.txt,"month, relative-interval", month,899
266.txt,"month, relative-interval",October last year,945
266.txt,"month, relative-interval",year ,1073
266.txt,"month, relative-interval", month ,1255
266.txt,day-month, 1 February,244
266.txt,day-month, 1 January,325
1094.txt,"month, relative-interval",day,56
500.txt,year, 1985,1296
500.txt,"month, relative-interval",year,509
500.txt,"month, relative-interval", next year,574
528.txt,"month, relative-interval",day,306
528.txt,"month, relative-interval", week ,608
528.txt,"month, relative-interval", next month ,1005
528.txt,day-month, 11 December,282
1043.txt,"month, relative-interval", week ,264
1725.txt,"month, relative-interval", Last week ,617
1725.txt,"month, relative-interval", week,3609
1731.txt,month, January ,1421
1731.txt,month, March ,1833
1731.txt,year,2005,1840
1731.txt,"month, relative-interval", hour,301
1731.txt,"month, relative-interval", minute,437
1731.txt,"month, relative-interval", Last week,778
1731.txt,"month, relative-interval", day ,1012
1731.txt,"month, relative-interval", day ,1147
1731.txt,"month, relative-interval", Year,1638
1731.txt,dayofweek, Sunday ,1665
1731.txt,day-month, 2 December,1704
1057.txt,year,2000,209
1057.txt,year, 1430,263
1057.txt,year, 1815,280
1057.txt,year, 1970,921
1057.txt,"month, relative-interval",day,131
1057.txt,"month, relative-interval", year,727
1057.txt,"month, relative-interval", today ,1625
1057.txt,dayofweek, Saturday ,1663
1057.txt,season, autumn ,536
1057.txt,season, autumn ,1245
1057.txt,season, autumn ,1383
1719.txt,"month, relative-interval", year,884
1719.txt,"month, relative-interval", month,1194
1719.txt,"month, relative-interval", month,1217
299.txt,month, January ,222
299.txt,month, April ,463
299.txt,year, 1997,323
299.txt,year,2004,470
299.txt,year,2004,889
299.txt,year,2005,1520
299.txt,"month, relative-interval", year ,212
299.txt,"month, relative-interval", month ,237
299.txt,"month, relative-interval",month ,369
299.txt,"month, relative-interval", day ,509
299.txt,"month, relative-interval", month,758
299.txt,"month, relative-interval", last year ,768
299.txt,"month, relative-interval", month,878
299.txt,"month, relative-interval", year ,902
1756.txt,year,2005,723
1756.txt,year, 1994,814
1756.txt,year,2004,1203
1756.txt,year,2003,1528
1756.txt,year,2003,1779
1756.txt,"month, relative-interval", year ,209
1756.txt,"month, relative-interval", last week,522
1756.txt,"month, relative-interval", month,653
1756.txt,"month, relative-interval", year,980
1756.txt,"month, relative-interval", year ,1082
1756.txt,"month, relative-interval", week,1284
1756.txt,"month, relative-interval", year,1477
1756.txt,"month, relative-interval", year,1700
1030.txt,month, may ,843
1030.txt,"month, relative-interval", year,1148
1030.txt,"month, relative-interval",day,1250
1030.txt,"month, relative-interval", week,1572
1024.txt,month, April ,1004
1024.txt,month, January ,1634
1024.txt,year,2001,357
1024.txt,year,2001,1935
1024.txt,year, 1987,2225
1024.txt,year, 1974,2283
1024.txt,year, 1999,3610
